dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0,0.10400214195251464,0.008127719360155206,0.015526103973388671,0.0029778835212055173,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.7649432759572901,0.7965211938512518,0.7657889589469807,0.7875092047128129,0.7946724014336917,0.7818870069804055,0.013823689923529047,57,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.12506718635559083,0.012540426193239028,0.01333308219909668,0.0030344444353970395,gini,17,10,53,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}",0.7752525543078056,0.7896694357511045,0.7816987297496318,0.8019318391016201,0.7978838709677419,0.7892872859755808,0.009884249231139966,31,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}"
0,0.16045856475830078,0.020617072060003964,0.014780092239379882,0.004172321023666537,gini,17,10,30,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.7602575018409425,0.7803755522827688,0.7533309554491899,0.7731556056701031,0.7801691756272401,0.7694577581740489,0.010884165111595689,103,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}"
0,0.14107003211975097,0.010010564754868903,0.01574597358703613,0.002138940838378191,gini,17,10,16,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}",0.7521343427835051,0.7761989138438881,0.7451301316273933,0.7605739138438881,0.7806681003584229,0.7629410804914194,0.013635514921181108,143,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}"
0,0.11996707916259766,0.012508945510297442,0.015516233444213868,0.0038214259986494234,gini,17,10,44,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 44}",0.7703165270618556,0.7952584223122239,0.7688495259572901,0.7890567470544919,0.7977204301075269,0.7842403304986777,0.012304945897433344,49,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 44}"
0,0.14616737365722657,0.007410085814250489,0.013711214065551758,0.0019183546871193787,gini,17,10,9,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9}",0.7529800257731958,0.7698102678571428,0.7414856406480117,0.7528477080265096,0.7676129032258064,0.7569473091061332,0.010495902660757733,199,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9}"
0,0.1424020767211914,0.008865700972956796,0.013210439682006836,0.002191124556259157,gini,17,10,22,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}",0.7503307943667157,0.7753935014727541,0.7476786864874815,0.7608270434462446,0.7722437275985663,0.7612947506743525,0.011175680396918847,163,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}"
0,0.12234244346618653,0.011717248063251464,0.013164758682250977,0.0038025865357964954,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.7646815169366716,0.7913377899484535,0.7660248297128129,0.7841494845360825,0.7978150537634408,0.7808017349794923,0.013340818988768058,63,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.13159456253051757,0.0062835847961446095,0.011469650268554687,0.002158406329893013,gini,17,10,59,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}",0.7879636874079529,0.7944357511045655,0.7898909241531664,0.8049435060751104,0.8015082437275985,0.7957484224936787,0.006547680445105135,9,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}"
0,0.13227009773254395,0.008471773239812233,0.015100622177124023,0.00462474566654001,gini,17,10,20,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}",0.7543981268409425,0.7779190445508101,0.7418595821060383,0.7511304537923418,0.7829878136200716,0.7616590041820409,0.015968060949610886,158,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}"
0,0.14330816268920898,0.012481404463341976,0.01589622497558594,0.0030735614314070184,gini,17,10,24,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}",0.7548497330633285,0.7823258008100147,0.7586322947349042,0.7604300902061856,0.7820329749103944,0.7676541787449656,0.011996182298612452,115,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}"
0,0.14400506019592285,0.011682037122054711,0.017627239227294922,0.006282759275343657,gini,17,10,12,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}",0.7491600699558173,0.777286220544919,0.7495109996318114,0.7561642811119292,0.785089605734767,0.7634422353958488,0.014908338375059785,138,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}"
0,0.14728860855102538,0.01456286844616197,0.013181495666503906,0.0023591746959957353,gini,17,10,12,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}",0.7487688696612665,0.7719906342047128,0.7445260723490428,0.7586984536082475,0.7804071684587814,0.7608782396564102,0.013591512478811301,166,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}"
0,0.1352025032043457,0.0076391899595500455,0.013199281692504884,0.0015648068420491819,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.7576830587260677,0.7694996087997054,0.7580685060751104,0.7670114598674522,0.7814050179211469,0.7667335302778966,0.008717507265921189,117,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.12070865631103515,0.007417557646226645,0.01318058967590332,0.002049000520980518,gini,17,10,54,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}",0.7821819771723122,0.7921000552282769,0.7860249447717231,0.8029270986745214,0.8027985663082438,0.7932065284310156,0.008495137830037653,17,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}"
0,0.14328570365905763,0.012052788884402855,0.015367841720581055,0.006818510851852103,gini,17,10,37,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}",0.7620869385125184,0.7922553847569955,0.756495075478645,0.7851677558910162,0.7992344086021506,0.7790479126482651,0.016826702159055632,73,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}"
0,0.13223814964294434,0.010835665059398718,0.01406874656677246,0.00511482153921302,gini,17,10,41,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}",0.762178985640648,0.7902274714653903,0.7679060428939618,0.7828234305964654,0.7862881720430107,0.7778848205278953,0.010895838387510952,79,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}"
0,0.13665337562561036,0.011011656737197364,0.015679264068603517,0.004903829224198098,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.755171898011782,0.7755804722017674,0.7551546391752578,0.7640860870765832,0.7812903225806451,0.7662566838092071,0.010618688112040997,122,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.14282679557800293,0.01465189655216092,0.015359067916870117,0.004420706391517238,gini,17,10,4,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}",0.7501956001472754,0.7770963733431517,0.7424320001840943,0.7556666513254786,0.7754810035842294,0.7601743257168458,0.013822693593683768,180,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}"
0,0.1448805332183838,0.022459195370785216,0.013599443435668945,0.002606559236663702,gini,17,10,23,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}",0.7538458440721649,0.7776285208026511,0.7488005108615612,0.7565123343151694,0.7889204301075268,0.7651415280318146,0.015430135934977529,126,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}"
0,0.11866908073425293,0.005588753767036201,0.014749240875244141,0.003823482670904837,gini,17,10,54,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}",0.7815549061119293,0.799179054675994,0.7869310336892489,0.8034908873343152,0.8057921146953406,0.7953895993013657,0.009498939248266797,11,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}"
0,0.13803987503051757,0.009393231977777628,0.015875768661499024,0.003575826016705718,gini,17,10,3,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}",0.7565008284241531,0.7754826721281296,0.7418480762150221,0.7494362113402062,0.7834035842293907,0.7613342744673803,0.015696302869781017,162,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}"
0,0.1504124164581299,0.028053356944316755,0.012150430679321289,0.002168234025746136,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.7622854151325479,0.7746571244477172,0.7620179031664212,0.7640745811855671,0.7786982078853046,0.7683466463635117,0.006957284167909762,110,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.12518606185913086,0.005388794690151101,0.01424999237060547,0.0032232346263223475,gini,17,10,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}",0.7699569679675995,0.796239299521355,0.769534126472754,0.7913981958762887,0.8058465949820789,0.7865950369640152,0.01452311694268587,39,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}"
0,0.13019142150878907,0.006251942881104901,0.014709663391113282,0.004258756785793683,gini,17,10,31,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}",0.7604991255522828,0.7832807897643594,0.7559629280191459,0.7741652476067746,0.7823971326164875,0.77126104471181,0.01119618147175793,94,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}"
0,0.13667092323303223,0.007327194622278682,0.014108943939208984,0.0033804747396630106,gini,17,10,39,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 39}",0.7641464930044183,0.7909897367452134,0.7583590298232696,0.7814312177835051,0.8005304659498208,0.7790913886612454,0.01587362675392232,72,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 39}"
